Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedST,Position,Deleted,Race,Year,Engine
VER,Red Bull Racing,1.0,0 days 00:01:30.342000,,0 days 00:00:18.652000,0 days 00:00:36.822000,238.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,2.0,0 days 00:01:24.831000,0 days 00:00:29.719000,0 days 00:00:18.536000,0 days 00:00:36.576000,278.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,3.0,0 days 00:01:46.175000,0 days 00:00:29.540000,0 days 00:00:27.197000,0 days 00:00:49.438000,279.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,4.0,0 days 00:02:14.272000,0 days 00:00:40.308000,0 days 00:00:30.646000,0 days 00:01:03.318000,252.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,5.0,0 days 00:02:13.529000,0 days 00:00:44.387000,0 days 00:00:30.247000,0 days 00:00:58.895000,236.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,6.0,0 days 00:02:24.064000,0 days 00:00:44.760000,0 days 00:00:31.637000,0 days 00:01:07.667000,152.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,7.0,0 days 00:01:24.167000,0 days 00:00:29.265000,0 days 00:00:18.606000,0 days 00:00:36.296000,293.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,8.0,0 days 00:01:23.966000,0 days 00:00:29.356000,0 days 00:00:18.449000,0 days 00:00:36.161000,283.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,9.0,0 days 00:01:23.780000,0 days 00:00:29.161000,0 days 00:00:18.447000,0 days 00:00:36.172000,285.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,10.0,0 days 00:01:23.754000,0 days 00:00:29.252000,0 days 00:00:18.483000,0 days 00:00:36.019000,281.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,11.0,0 days 00:01:24.634000,0 days 00:00:29.144000,0 days 00:00:18.337000,0 days 00:00:37.153000,282.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,12.0,0 days 00:01:24.554000,0 days 00:00:29.347000,0 days 00:00:18.431000,0 days 00:00:36.776000,281.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,13.0,0 days 00:01:24.658000,0 days 00:00:29.370000,0 days 00:00:18.524000,0 days 00:00:36.764000,277.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,14.0,0 days 00:01:24.525000,0 days 00:00:29.339000,0 days 00:00:18.561000,0 days 00:00:36.625000,283.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,15.0,0 days 00:01:24.556000,0 days 00:00:29.267000,0 days 00:00:18.549000,0 days 00:00:36.740000,285.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,16.0,0 days 00:01:24.572000,0 days 00:00:29.241000,0 days 00:00:18.610000,0 days 00:00:36.721000,286.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,17.0,0 days 00:01:24.508000,0 days 00:00:29.283000,0 days 00:00:18.576000,0 days 00:00:36.649000,283.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,18.0,0 days 00:01:39.466000,0 days 00:00:29.368000,0 days 00:00:18.600000,0 days 00:00:51.498000,283.0,7.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,19.0,0 days 00:01:29.085000,0 days 00:00:34.759000,0 days 00:00:18.542000,0 days 00:00:35.784000,227.0,7.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,20.0,0 days 00:01:23.217000,0 days 00:00:28.832000,0 days 00:00:18.376000,0 days 00:00:36.009000,283.0,5.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,21.0,0 days 00:01:23.129000,0 days 00:00:28.886000,0 days 00:00:18.348000,0 days 00:00:35.895000,282.0,4.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,22.0,0 days 00:01:22.533000,0 days 00:00:28.436000,0 days 00:00:18.391000,0 days 00:00:35.706000,304.0,3.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,23.0,0 days 00:01:29.765000,0 days 00:00:28.838000,0 days 00:00:18.343000,0 days 00:00:42.584000,283.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,24.0,,0 days 00:00:54.111000,0 days 00:00:38.383000,0 days 00:00:58.957000,198.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,25.0,0 days 00:02:29.037000,0 days 00:00:55.401000,0 days 00:00:35.310000,0 days 00:00:58.326000,128.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,26.0,,0 days 00:00:55.223000,0 days 00:00:31.182000,0 days 00:01:12.658000,161.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,27.0,0 days 00:01:26.331000,0 days 00:00:31.242000,0 days 00:00:18.616000,0 days 00:00:36.473000,291.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,28.0,0 days 00:01:24.187000,0 days 00:00:29.330000,0 days 00:00:18.426000,0 days 00:00:36.431000,277.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,29.0,0 days 00:01:23.448000,0 days 00:00:29.181000,0 days 00:00:18.371000,0 days 00:00:35.896000,280.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,30.0,0 days 00:01:23.125000,0 days 00:00:29.010000,0 days 00:00:18.366000,0 days 00:00:35.749000,277.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,31.0,0 days 00:01:22.981000,0 days 00:00:28.803000,0 days 00:00:18.335000,0 days 00:00:35.843000,281.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,32.0,0 days 00:01:22.657000,0 days 00:00:28.760000,0 days 00:00:18.280000,0 days 00:00:35.617000,281.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,33.0,0 days 00:01:22.752000,0 days 00:00:28.769000,0 days 00:00:18.398000,0 days 00:00:35.585000,282.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,34.0,0 days 00:01:22.460000,0 days 00:00:28.583000,0 days 00:00:18.342000,0 days 00:00:35.535000,283.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,35.0,0 days 00:01:22.846000,0 days 00:00:28.673000,0 days 00:00:18.374000,0 days 00:00:35.799000,284.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,36.0,0 days 00:01:22.335000,0 days 00:00:28.842000,0 days 00:00:18.274000,0 days 00:00:35.219000,278.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,37.0,0 days 00:01:21.677000,0 days 00:00:28.416000,0 days 00:00:18.142000,0 days 00:00:35.119000,284.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,38.0,0 days 00:01:23.306000,0 days 00:00:28.449000,0 days 00:00:18.331000,0 days 00:00:36.526000,286.0,2.0,False,Australian Grand Prix,2022,Honda
VER,Red Bull Racing,39.0,,,,,,,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,1.0,0 days 00:01:36.461000,,0 days 00:00:19.162000,0 days 00:00:38.737000,237.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,2.0,0 days 00:01:26.622000,0 days 00:00:30.388000,0 days 00:00:18.886000,0 days 00:00:37.348000,278.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,3.0,0 days 00:01:52.958000,0 days 00:00:30.371000,0 days 00:00:29.167000,0 days 00:00:53.420000,283.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,4.0,0 days 00:02:13.647000,0 days 00:00:37.862000,0 days 00:00:29.621000,0 days 00:01:06.164000,234.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,5.0,0 days 00:02:15.616000,0 days 00:00:42.483000,0 days 00:00:28.091000,0 days 00:01:05.042000,206.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,6.0,0 days 00:02:11.756000,0 days 00:00:40.461000,0 days 00:00:31.439000,0 days 00:00:59.856000,245.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,7.0,0 days 00:01:26.503000,0 days 00:00:30.085000,0 days 00:00:18.735000,0 days 00:00:37.683000,292.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,8.0,0 days 00:01:26.125000,0 days 00:00:30.032000,0 days 00:00:18.702000,0 days 00:00:37.391000,287.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,9.0,0 days 00:01:25.603000,0 days 00:00:29.961000,0 days 00:00:18.782000,0 days 00:00:36.860000,288.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,10.0,0 days 00:01:25.297000,0 days 00:00:29.756000,0 days 00:00:18.691000,0 days 00:00:36.850000,284.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,11.0,0 days 00:01:25.314000,0 days 00:00:29.628000,0 days 00:00:18.728000,0 days 00:00:36.958000,287.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,12.0,0 days 00:01:25.377000,0 days 00:00:29.781000,0 days 00:00:18.728000,0 days 00:00:36.868000,283.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,13.0,0 days 00:01:25.399000,0 days 00:00:29.717000,0 days 00:00:18.685000,0 days 00:00:36.997000,285.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,14.0,0 days 00:01:25.773000,0 days 00:00:29.859000,0 days 00:00:18.776000,0 days 00:00:37.138000,285.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,15.0,0 days 00:01:25.716000,0 days 00:00:29.881000,0 days 00:00:18.800000,0 days 00:00:37.035000,285.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,16.0,0 days 00:01:25.813000,0 days 00:00:29.878000,0 days 00:00:18.804000,0 days 00:00:37.131000,287.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,17.0,0 days 00:01:26.060000,0 days 00:00:29.964000,0 days 00:00:18.781000,0 days 00:00:37.315000,305.0,8.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,18.0,0 days 00:01:25.194000,0 days 00:00:29.538000,0 days 00:00:18.791000,0 days 00:00:36.865000,305.0,8.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,19.0,0 days 00:01:27.177000,0 days 00:00:30.958000,0 days 00:00:18.926000,0 days 00:00:37.293000,284.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,20.0,0 days 00:01:25.790000,0 days 00:00:29.849000,0 days 00:00:18.750000,0 days 00:00:37.191000,302.0,8.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,21.0,0 days 00:01:40.851000,0 days 00:00:29.837000,0 days 00:00:18.768000,0 days 00:00:52.246000,282.0,15.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,22.0,0 days 00:01:30.210000,0 days 00:00:35.099000,0 days 00:00:18.851000,0 days 00:00:36.260000,228.0,15.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,23.0,0 days 00:01:50.785000,0 days 00:00:31.562000,0 days 00:00:29.376000,0 days 00:00:49.847000,296.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,24.0,0 days 00:01:59.812000,0 days 00:00:42.142000,0 days 00:00:21.915000,0 days 00:00:55.755000,262.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,25.0,,0 days 00:00:49.111000,0 days 00:00:36.847000,0 days 00:01:04.376000,247.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,26.0,0 days 00:02:23.987000,0 days 00:00:53.958000,0 days 00:00:27.429000,0 days 00:01:02.600000,219.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,27.0,0 days 00:01:26.977000,0 days 00:00:30.583000,0 days 00:00:18.872000,0 days 00:00:37.522000,290.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,28.0,0 days 00:01:26.828000,0 days 00:00:29.822000,0 days 00:00:18.532000,0 days 00:00:38.474000,292.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,29.0,0 days 00:01:24.895000,0 days 00:00:29.836000,0 days 00:00:18.511000,0 days 00:00:36.548000,293.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,30.0,0 days 00:01:24.547000,0 days 00:00:29.352000,0 days 00:00:18.584000,0 days 00:00:36.611000,305.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,31.0,0 days 00:01:24.882000,0 days 00:00:29.389000,0 days 00:00:18.804000,0 days 00:00:36.689000,293.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,32.0,0 days 00:01:24.365000,0 days 00:00:29.418000,0 days 00:00:18.631000,0 days 00:00:36.316000,289.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,33.0,0 days 00:01:24.566000,0 days 00:00:29.321000,0 days 00:00:18.605000,0 days 00:00:36.640000,291.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,34.0,0 days 00:01:24.396000,0 days 00:00:29.356000,0 days 00:00:18.560000,0 days 00:00:36.480000,293.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,35.0,0 days 00:01:24.932000,0 days 00:00:29.672000,0 days 00:00:18.606000,0 days 00:00:36.654000,293.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,36.0,0 days 00:01:24.809000,0 days 00:00:29.622000,0 days 00:00:18.632000,0 days 00:00:36.555000,310.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,37.0,0 days 00:01:24.660000,0 days 00:00:29.631000,0 days 00:00:18.566000,0 days 00:00:36.463000,308.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,38.0,0 days 00:01:24.489000,0 days 00:00:29.428000,0 days 00:00:18.497000,0 days 00:00:36.564000,310.0,14.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,39.0,0 days 00:01:52.820000,0 days 00:00:38.407000,0 days 00:00:25.508000,0 days 00:00:48.905000,308.0,11.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,40.0,0 days 00:01:28.838000,0 days 00:00:34.133000,0 days 00:00:18.659000,0 days 00:00:36.046000,224.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,41.0,0 days 00:01:23.686000,0 days 00:00:28.987000,0 days 00:00:18.529000,0 days 00:00:36.170000,312.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,42.0,0 days 00:01:24.056000,0 days 00:00:29.348000,0 days 00:00:18.467000,0 days 00:00:36.241000,297.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,43.0,0 days 00:01:23.759000,0 days 00:00:29.194000,0 days 00:00:18.446000,0 days 00:00:36.119000,304.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,44.0,0 days 00:01:24.208000,0 days 00:00:29.546000,0 days 00:00:18.401000,0 days 00:00:36.261000,306.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,45.0,0 days 00:01:24.487000,0 days 00:00:29.592000,0 days 00:00:18.578000,0 days 00:00:36.317000,318.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,46.0,0 days 00:01:23.820000,0 days 00:00:29.415000,0 days 00:00:18.457000,0 days 00:00:35.948000,299.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,47.0,0 days 00:01:23.828000,0 days 00:00:29.480000,0 days 00:00:18.422000,0 days 00:00:35.926000,295.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,48.0,0 days 00:01:23.399000,0 days 00:00:29.142000,0 days 00:00:18.404000,0 days 00:00:35.853000,301.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,49.0,0 days 00:01:23.590000,0 days 00:00:29.307000,0 days 00:00:18.379000,0 days 00:00:35.904000,302.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,50.0,0 days 00:01:23.762000,0 days 00:00:29.329000,0 days 00:00:18.518000,0 days 00:00:35.915000,316.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,51.0,0 days 00:01:23.261000,0 days 00:00:29.059000,0 days 00:00:18.549000,0 days 00:00:35.653000,281.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,52.0,0 days 00:01:22.731000,0 days 00:00:28.793000,0 days 00:00:18.382000,0 days 00:00:35.556000,282.0,9.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,53.0,0 days 00:01:25.619000,0 days 00:00:28.695000,0 days 00:00:18.454000,0 days 00:00:38.470000,282.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,54.0,0 days 00:01:23.531000,0 days 00:00:29.287000,0 days 00:00:18.541000,0 days 00:00:35.703000,287.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,55.0,0 days 00:01:23.182000,0 days 00:00:28.862000,0 days 00:00:18.464000,0 days 00:00:35.856000,284.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,56.0,0 days 00:01:23.031000,0 days 00:00:29.105000,0 days 00:00:18.413000,0 days 00:00:35.513000,283.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,57.0,0 days 00:01:23.302000,0 days 00:00:28.998000,0 days 00:00:18.523000,0 days 00:00:35.781000,282.0,10.0,False,Australian Grand Prix,2022,Honda
GAS,AlphaTauri,58.0,0 days 00:01:23.333000,0 days 00:00:28.864000,0 days 00:00:18.552000,0 days 00:00:35.917000,283.0,9.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,1.0,0 days 00:01:32.265000,,0 days 00:00:18.744000,0 days 00:00:37.278000,221.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,2.0,0 days 00:01:25.290000,0 days 00:00:29.696000,0 days 00:00:18.609000,0 days 00:00:36.985000,275.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,3.0,0 days 00:01:50.369000,0 days 00:00:29.587000,0 days 00:00:27.434000,0 days 00:00:53.348000,278.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,4.0,0 days 00:02:12.427000,0 days 00:00:37.428000,0 days 00:00:31.169000,0 days 00:01:03.830000,254.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,5.0,0 days 00:02:13.146000,0 days 00:00:42.668000,0 days 00:00:30.613000,0 days 00:00:59.865000,241.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,6.0,0 days 00:02:20.703000,0 days 00:00:42.516000,0 days 00:00:34.261000,0 days 00:01:03.926000,163.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,7.0,0 days 00:01:25.125000,0 days 00:00:29.784000,0 days 00:00:18.529000,0 days 00:00:36.812000,296.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,8.0,0 days 00:01:24.690000,0 days 00:00:29.431000,0 days 00:00:18.511000,0 days 00:00:36.748000,287.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,9.0,0 days 00:01:25.126000,0 days 00:00:29.638000,0 days 00:00:18.505000,0 days 00:00:36.983000,278.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,10.0,0 days 00:01:24.294000,0 days 00:00:29.627000,0 days 00:00:18.613000,0 days 00:00:36.054000,283.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,11.0,0 days 00:01:24.501000,0 days 00:00:29.403000,0 days 00:00:18.452000,0 days 00:00:36.646000,284.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,12.0,0 days 00:01:24.460000,0 days 00:00:29.454000,0 days 00:00:18.407000,0 days 00:00:36.599000,284.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,13.0,0 days 00:01:24.608000,0 days 00:00:29.456000,0 days 00:00:18.514000,0 days 00:00:36.638000,283.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,14.0,0 days 00:01:24.561000,0 days 00:00:29.429000,0 days 00:00:18.526000,0 days 00:00:36.606000,288.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,15.0,0 days 00:01:24.699000,0 days 00:00:29.400000,0 days 00:00:18.550000,0 days 00:00:36.749000,288.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,16.0,0 days 00:01:24.913000,0 days 00:00:29.451000,0 days 00:00:18.606000,0 days 00:00:36.856000,286.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,17.0,0 days 00:01:25.267000,0 days 00:00:29.432000,0 days 00:00:18.699000,0 days 00:00:37.136000,288.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,18.0,0 days 00:01:24.964000,0 days 00:00:29.490000,0 days 00:00:18.569000,0 days 00:00:36.905000,288.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,19.0,0 days 00:01:25.454000,0 days 00:00:29.663000,0 days 00:00:18.705000,0 days 00:00:37.086000,287.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,20.0,0 days 00:01:39.099000,0 days 00:00:29.838000,0 days 00:00:18.567000,0 days 00:00:50.694000,286.0,6.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,21.0,0 days 00:01:31.675000,0 days 00:00:36.224000,0 days 00:00:18.801000,0 days 00:00:36.650000,226.0,7.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,22.0,0 days 00:01:23.645000,0 days 00:00:29.065000,0 days 00:00:18.445000,0 days 00:00:36.135000,293.0,6.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,23.0,0 days 00:01:35.058000,0 days 00:00:29.599000,0 days 00:00:18.511000,0 days 00:00:46.948000,302.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,24.0,0 days 00:02:17.748000,0 days 00:00:44.148000,0 days 00:00:35.687000,0 days 00:00:57.913000,211.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,25.0,0 days 00:02:29.040000,0 days 00:00:54.119000,0 days 00:00:35.223000,0 days 00:00:59.698000,115.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,26.0,,0 days 00:00:54.462000,0 days 00:00:31.261000,0 days 00:01:10.772000,110.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,27.0,0 days 00:01:26.867000,0 days 00:00:30.534000,0 days 00:00:18.661000,0 days 00:00:37.672000,294.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,28.0,0 days 00:01:24.832000,0 days 00:00:29.549000,0 days 00:00:18.254000,0 days 00:00:37.029000,291.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,29.0,0 days 00:01:24.018000,0 days 00:00:29.449000,0 days 00:00:18.233000,0 days 00:00:36.336000,284.0,5.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,30.0,0 days 00:01:23.115000,0 days 00:00:29.171000,0 days 00:00:18.289000,0 days 00:00:35.655000,291.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,31.0,0 days 00:01:22.805000,0 days 00:00:28.930000,0 days 00:00:18.196000,0 days 00:00:35.679000,288.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,32.0,0 days 00:01:22.718000,0 days 00:00:28.755000,0 days 00:00:18.244000,0 days 00:00:35.719000,312.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,33.0,0 days 00:01:22.635000,0 days 00:00:28.831000,0 days 00:00:18.133000,0 days 00:00:35.671000,309.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,34.0,0 days 00:01:22.769000,0 days 00:00:28.628000,0 days 00:00:18.173000,0 days 00:00:35.968000,312.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,35.0,0 days 00:01:23.205000,0 days 00:00:28.753000,0 days 00:00:18.202000,0 days 00:00:36.250000,313.0,4.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,36.0,0 days 00:01:23.525000,0 days 00:00:28.922000,0 days 00:00:18.079000,0 days 00:00:36.524000,295.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,37.0,0 days 00:01:22.236000,0 days 00:00:28.722000,0 days 00:00:18.167000,0 days 00:00:35.347000,301.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,38.0,0 days 00:01:22.406000,0 days 00:00:28.769000,0 days 00:00:18.143000,0 days 00:00:35.494000,285.0,3.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,39.0,0 days 00:01:43.328000,0 days 00:00:28.670000,0 days 00:00:28.141000,0 days 00:00:46.517000,287.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,40.0,0 days 00:01:36.348000,0 days 00:00:41.014000,0 days 00:00:19.673000,0 days 00:00:35.661000,238.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,41.0,0 days 00:01:22.279000,0 days 00:00:28.744000,0 days 00:00:18.288000,0 days 00:00:35.247000,285.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,42.0,0 days 00:01:22.189000,0 days 00:00:28.687000,0 days 00:00:18.269000,0 days 00:00:35.233000,282.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,43.0,0 days 00:01:22.035000,0 days 00:00:28.598000,0 days 00:00:18.234000,0 days 00:00:35.203000,285.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,44.0,0 days 00:01:21.930000,0 days 00:00:28.673000,0 days 00:00:18.129000,0 days 00:00:35.128000,284.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,45.0,0 days 00:01:21.761000,0 days 00:00:28.438000,0 days 00:00:18.112000,0 days 00:00:35.211000,289.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,46.0,0 days 00:01:21.971000,0 days 00:00:28.532000,0 days 00:00:18.220000,0 days 00:00:35.219000,289.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,47.0,0 days 00:01:22.161000,0 days 00:00:28.578000,0 days 00:00:18.214000,0 days 00:00:35.369000,286.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,48.0,0 days 00:01:21.887000,0 days 00:00:28.472000,0 days 00:00:18.115000,0 days 00:00:35.300000,286.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,49.0,0 days 00:01:21.924000,0 days 00:00:28.438000,0 days 00:00:18.138000,0 days 00:00:35.348000,284.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,50.0,0 days 00:01:23.974000,0 days 00:00:28.349000,0 days 00:00:18.087000,0 days 00:00:37.538000,289.0,2.0,False,Australian Grand Prix,2022,Honda
PER,Red Bull Racing,51.0,0 days 00:01:22.425000,0 days 00:00:28.771000,0 days 00:00:18.149000,0 days 00:00:35.505000,293.0,2.0,False,Australian Grand Prix,2022,Honda
