Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedST,Position,Deleted,Race,Year,Engine
RUS,Mercedes,23.0,0 days 00:01:32.767000,0 days 00:00:31.651000,0 days 00:00:35.252000,0 days 00:00:25.864000,299.0,10.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,24.0,0 days 00:01:32.602000,0 days 00:00:31.402000,0 days 00:00:35.197000,0 days 00:00:26.003000,318.0,9.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,25.0,0 days 00:01:32.422000,0 days 00:00:31.523000,0 days 00:00:35.168000,0 days 00:00:25.731000,326.0,9.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,26.0,0 days 00:01:32.107000,0 days 00:00:31.457000,0 days 00:00:34.824000,0 days 00:00:25.826000,313.0,8.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,27.0,0 days 00:01:32.155000,0 days 00:00:31.287000,0 days 00:00:35.096000,0 days 00:00:25.772000,324.0,8.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,28.0,0 days 00:01:32.808000,0 days 00:00:32.303000,0 days 00:00:34.636000,0 days 00:00:25.869000,319.0,7.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,29.0,0 days 00:01:31.956000,0 days 00:00:31.258000,0 days 00:00:34.906000,0 days 00:00:25.792000,319.0,7.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,30.0,0 days 00:01:32.039000,0 days 00:00:31.280000,0 days 00:00:35.020000,0 days 00:00:25.739000,321.0,7.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,31.0,0 days 00:01:32.281000,0 days 00:00:31.411000,0 days 00:00:35.080000,0 days 00:00:25.790000,322.0,7.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,32.0,0 days 00:01:31.815000,0 days 00:00:31.224000,0 days 00:00:34.835000,0 days 00:00:25.756000,313.0,6.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,33.0,0 days 00:01:32.410000,0 days 00:00:31.457000,0 days 00:00:35.060000,0 days 00:00:25.893000,310.0,6.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,34.0,0 days 00:01:32.417000,0 days 00:00:31.457000,0 days 00:00:35.089000,0 days 00:00:25.871000,321.0,6.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,35.0,0 days 00:01:31.865000,0 days 00:00:31.384000,0 days 00:00:34.825000,0 days 00:00:25.656000,335.0,6.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,36.0,0 days 00:01:32.019000,0 days 00:00:31.470000,0 days 00:00:34.931000,0 days 00:00:25.618000,332.0,5.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,37.0,0 days 00:01:32.257000,0 days 00:00:31.380000,0 days 00:00:34.960000,0 days 00:00:25.917000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,38.0,0 days 00:01:31.605000,0 days 00:00:31.023000,0 days 00:00:34.741000,0 days 00:00:25.841000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,39.0,0 days 00:01:32.016000,0 days 00:00:31.298000,0 days 00:00:34.874000,0 days 00:00:25.844000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,40.0,0 days 00:01:31.758000,0 days 00:00:31.063000,0 days 00:00:34.881000,0 days 00:00:25.814000,315.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,41.0,0 days 00:01:31.780000,0 days 00:00:31.028000,0 days 00:00:34.911000,0 days 00:00:25.841000,315.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,42.0,0 days 00:01:31.481000,0 days 00:00:30.989000,0 days 00:00:34.733000,0 days 00:00:25.759000,315.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,43.0,0 days 00:01:31.556000,0 days 00:00:30.955000,0 days 00:00:34.745000,0 days 00:00:25.856000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,44.0,0 days 00:01:31.701000,0 days 00:00:30.975000,0 days 00:00:34.869000,0 days 00:00:25.857000,306.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,45.0,0 days 00:01:32.042000,0 days 00:00:31.124000,0 days 00:00:35.039000,0 days 00:00:25.879000,310.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,46.0,0 days 00:01:31.936000,0 days 00:00:31.151000,0 days 00:00:34.919000,0 days 00:00:25.866000,311.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,47.0,0 days 00:01:31.749000,0 days 00:00:30.988000,0 days 00:00:34.938000,0 days 00:00:25.823000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,48.0,0 days 00:01:31.606000,0 days 00:00:30.977000,0 days 00:00:34.848000,0 days 00:00:25.781000,317.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,49.0,0 days 00:01:31.395000,0 days 00:00:30.815000,0 days 00:00:34.755000,0 days 00:00:25.825000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,50.0,0 days 00:01:31.362000,0 days 00:00:30.760000,0 days 00:00:34.859000,0 days 00:00:25.743000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,51.0,0 days 00:01:31.266000,0 days 00:00:30.626000,0 days 00:00:34.913000,0 days 00:00:25.727000,317.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,52.0,0 days 00:01:31.440000,0 days 00:00:30.869000,0 days 00:00:34.755000,0 days 00:00:25.816000,317.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,53.0,0 days 00:01:31.590000,0 days 00:00:30.934000,0 days 00:00:34.871000,0 days 00:00:25.785000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,54.0,0 days 00:01:31.615000,0 days 00:00:30.872000,0 days 00:00:34.973000,0 days 00:00:25.770000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,55.0,0 days 00:01:31.320000,0 days 00:00:30.808000,0 days 00:00:34.680000,0 days 00:00:25.832000,317.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,56.0,0 days 00:01:31.102000,0 days 00:00:30.768000,0 days 00:00:34.587000,0 days 00:00:25.747000,318.0,4.0,False,Miami Grand Prix,2023,Mercedes
RUS,Mercedes,57.0,0 days 00:01:31.015000,0 days 00:00:30.739000,0 days 00:00:34.683000,0 days 00:00:25.593000,316.0,4.0,False,Miami Grand Prix,2023,Mercedes
SAI,Ferrari,1.0,0 days 00:01:38.078000,,0 days 00:00:35.790000,0 days 00:00:26.299000,299.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,2.0,0 days 00:01:34.215000,0 days 00:00:32.517000,0 days 00:00:35.584000,0 days 00:00:26.114000,309.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,3.0,0 days 00:01:33.482000,0 days 00:00:32.149000,0 days 00:00:35.187000,0 days 00:00:26.146000,302.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,4.0,0 days 00:01:33.567000,0 days 00:00:32.183000,0 days 00:00:35.277000,0 days 00:00:26.107000,308.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,5.0,0 days 00:01:33.249000,0 days 00:00:32.185000,0 days 00:00:35.079000,0 days 00:00:25.985000,327.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,6.0,0 days 00:01:32.849000,0 days 00:00:31.913000,0 days 00:00:34.982000,0 days 00:00:25.954000,335.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,7.0,0 days 00:01:33.219000,0 days 00:00:32.082000,0 days 00:00:35.208000,0 days 00:00:25.929000,317.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,8.0,0 days 00:01:32.993000,0 days 00:00:31.936000,0 days 00:00:35.154000,0 days 00:00:25.903000,325.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,9.0,0 days 00:01:33.107000,0 days 00:00:31.887000,0 days 00:00:35.248000,0 days 00:00:25.972000,323.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,10.0,0 days 00:01:33.122000,0 days 00:00:32.064000,0 days 00:00:35.184000,0 days 00:00:25.874000,328.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,11.0,0 days 00:01:32.971000,0 days 00:00:31.757000,0 days 00:00:35.288000,0 days 00:00:25.926000,327.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,12.0,0 days 00:01:32.578000,0 days 00:00:31.687000,0 days 00:00:35.057000,0 days 00:00:25.834000,328.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,13.0,0 days 00:01:32.414000,0 days 00:00:31.670000,0 days 00:00:35.070000,0 days 00:00:25.674000,336.0,3.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,14.0,0 days 00:01:33.319000,0 days 00:00:31.711000,0 days 00:00:35.881000,0 days 00:00:25.727000,333.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,15.0,0 days 00:01:33.060000,0 days 00:00:31.834000,0 days 00:00:35.521000,0 days 00:00:25.705000,334.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,16.0,0 days 00:01:32.963000,0 days 00:00:31.717000,0 days 00:00:35.285000,0 days 00:00:25.961000,331.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,17.0,0 days 00:01:32.748000,0 days 00:00:31.715000,0 days 00:00:35.154000,0 days 00:00:25.879000,332.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,18.0,0 days 00:01:37.311000,0 days 00:00:31.539000,0 days 00:00:35.291000,0 days 00:00:30.481000,337.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,19.0,0 days 00:01:46.534000,0 days 00:00:45.998000,0 days 00:00:34.877000,0 days 00:00:25.659000,329.0,7.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,20.0,0 days 00:01:32.209000,0 days 00:00:31.268000,0 days 00:00:35.027000,0 days 00:00:25.914000,328.0,6.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,21.0,0 days 00:01:32.346000,0 days 00:00:31.293000,0 days 00:00:34.985000,0 days 00:00:26.068000,306.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,22.0,0 days 00:01:32.619000,0 days 00:00:31.364000,0 days 00:00:35.104000,0 days 00:00:26.151000,308.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,23.0,0 days 00:01:32.354000,0 days 00:00:31.338000,0 days 00:00:34.998000,0 days 00:00:26.018000,308.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,24.0,0 days 00:01:32.387000,0 days 00:00:31.428000,0 days 00:00:35.003000,0 days 00:00:25.956000,309.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,25.0,0 days 00:01:32.693000,0 days 00:00:31.458000,0 days 00:00:35.186000,0 days 00:00:26.049000,309.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,26.0,0 days 00:01:32.556000,0 days 00:00:31.329000,0 days 00:00:35.308000,0 days 00:00:25.919000,320.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,27.0,0 days 00:01:33.447000,0 days 00:00:31.498000,0 days 00:00:36.167000,0 days 00:00:25.782000,328.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,28.0,0 days 00:01:32.749000,0 days 00:00:31.872000,0 days 00:00:35.157000,0 days 00:00:25.720000,328.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,29.0,0 days 00:01:32.715000,0 days 00:00:31.778000,0 days 00:00:35.203000,0 days 00:00:25.734000,331.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,30.0,0 days 00:01:32.716000,0 days 00:00:31.733000,0 days 00:00:34.929000,0 days 00:00:26.054000,311.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,31.0,0 days 00:01:32.727000,0 days 00:00:31.632000,0 days 00:00:35.217000,0 days 00:00:25.878000,310.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,32.0,0 days 00:01:32.321000,0 days 00:00:31.504000,0 days 00:00:34.963000,0 days 00:00:25.854000,311.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,33.0,0 days 00:01:34.440000,0 days 00:00:32.770000,0 days 00:00:35.930000,0 days 00:00:25.740000,329.0,5.0,True,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,34.0,0 days 00:01:31.953000,0 days 00:00:31.388000,0 days 00:00:34.680000,0 days 00:00:25.885000,309.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,35.0,0 days 00:01:32.306000,0 days 00:00:31.451000,0 days 00:00:34.868000,0 days 00:00:25.987000,306.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,36.0,0 days 00:01:32.914000,0 days 00:00:31.807000,0 days 00:00:35.180000,0 days 00:00:25.927000,308.0,4.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,37.0,0 days 00:01:33.522000,0 days 00:00:31.406000,0 days 00:00:36.180000,0 days 00:00:25.936000,332.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,38.0,0 days 00:01:32.507000,0 days 00:00:31.608000,0 days 00:00:34.994000,0 days 00:00:25.905000,309.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,39.0,0 days 00:01:32.208000,0 days 00:00:31.370000,0 days 00:00:35.009000,0 days 00:00:25.829000,312.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,40.0,0 days 00:01:31.867000,0 days 00:00:31.264000,0 days 00:00:34.810000,0 days 00:00:25.793000,311.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,41.0,0 days 00:01:31.849000,0 days 00:00:31.146000,0 days 00:00:34.836000,0 days 00:00:25.867000,312.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,42.0,0 days 00:01:31.942000,0 days 00:00:31.110000,0 days 00:00:34.968000,0 days 00:00:25.864000,312.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,43.0,0 days 00:01:31.727000,0 days 00:00:31.240000,0 days 00:00:34.649000,0 days 00:00:25.838000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,44.0,0 days 00:01:31.634000,0 days 00:00:31.171000,0 days 00:00:34.724000,0 days 00:00:25.739000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,45.0,0 days 00:01:31.719000,0 days 00:00:31.069000,0 days 00:00:34.789000,0 days 00:00:25.861000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,46.0,0 days 00:01:31.801000,0 days 00:00:31.239000,0 days 00:00:34.845000,0 days 00:00:25.717000,314.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,47.0,0 days 00:01:31.742000,0 days 00:00:31.098000,0 days 00:00:34.919000,0 days 00:00:25.725000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,48.0,0 days 00:01:31.616000,0 days 00:00:31.190000,0 days 00:00:34.753000,0 days 00:00:25.673000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,49.0,0 days 00:01:31.432000,0 days 00:00:30.979000,0 days 00:00:34.712000,0 days 00:00:25.741000,314.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,50.0,0 days 00:01:31.775000,0 days 00:00:31.159000,0 days 00:00:34.906000,0 days 00:00:25.710000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,51.0,0 days 00:01:31.566000,0 days 00:00:31.093000,0 days 00:00:34.764000,0 days 00:00:25.709000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,52.0,0 days 00:01:31.551000,0 days 00:00:31.212000,0 days 00:00:34.707000,0 days 00:00:25.632000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,53.0,0 days 00:01:31.977000,0 days 00:00:31.191000,0 days 00:00:34.992000,0 days 00:00:25.794000,312.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,54.0,0 days 00:01:31.554000,0 days 00:00:31.017000,0 days 00:00:34.823000,0 days 00:00:25.714000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,55.0,0 days 00:01:31.362000,0 days 00:00:30.940000,0 days 00:00:34.640000,0 days 00:00:25.782000,313.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,56.0,0 days 00:01:31.707000,0 days 00:00:31.026000,0 days 00:00:34.885000,0 days 00:00:25.796000,316.0,5.0,False,Miami Grand Prix,2023,Ferrari
SAI,Ferrari,57.0,0 days 00:01:31.463000,0 days 00:00:31.046000,0 days 00:00:34.781000,0 days 00:00:25.636000,318.0,5.0,False,Miami Grand Prix,2023,Ferrari
HAM,Mercedes,1.0,0 days 00:01:44.363000,,0 days 00:00:37.075000,0 days 00:00:26.739000,278.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,2.0,0 days 00:01:34.915000,0 days 00:00:32.825000,0 days 00:00:35.618000,0 days 00:00:26.472000,288.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,3.0,0 days 00:01:34.057000,0 days 00:00:32.688000,0 days 00:00:35.365000,0 days 00:00:26.004000,313.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,4.0,0 days 00:01:34.115000,0 days 00:00:32.380000,0 days 00:00:35.594000,0 days 00:00:26.141000,303.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,5.0,0 days 00:01:33.803000,0 days 00:00:32.371000,0 days 00:00:35.367000,0 days 00:00:26.065000,296.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,6.0,0 days 00:01:33.916000,0 days 00:00:32.541000,0 days 00:00:35.453000,0 days 00:00:25.922000,316.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,7.0,0 days 00:01:33.360000,0 days 00:00:32.082000,0 days 00:00:35.409000,0 days 00:00:25.869000,326.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,8.0,0 days 00:01:34.443000,0 days 00:00:32.770000,0 days 00:00:35.610000,0 days 00:00:26.063000,304.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,9.0,0 days 00:01:33.370000,0 days 00:00:32.173000,0 days 00:00:35.380000,0 days 00:00:25.817000,327.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,10.0,0 days 00:01:33.955000,0 days 00:00:32.339000,0 days 00:00:35.584000,0 days 00:00:26.032000,320.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,11.0,0 days 00:01:33.339000,0 days 00:00:32.220000,0 days 00:00:35.346000,0 days 00:00:25.773000,322.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,12.0,0 days 00:01:33.372000,0 days 00:00:32.067000,0 days 00:00:35.274000,0 days 00:00:26.031000,317.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,13.0,0 days 00:01:33.583000,0 days 00:00:32.118000,0 days 00:00:35.552000,0 days 00:00:25.913000,323.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,14.0,0 days 00:01:33.822000,0 days 00:00:32.150000,0 days 00:00:35.719000,0 days 00:00:25.953000,292.0,13.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,15.0,0 days 00:01:33.354000,0 days 00:00:32.123000,0 days 00:00:35.093000,0 days 00:00:26.138000,327.0,10.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,16.0,0 days 00:01:33.379000,0 days 00:00:31.835000,0 days 00:00:35.649000,0 days 00:00:25.895000,326.0,9.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,17.0,0 days 00:01:33.113000,0 days 00:00:31.614000,0 days 00:00:35.579000,0 days 00:00:25.920000,302.0,9.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,18.0,0 days 00:01:33.984000,0 days 00:00:32.722000,0 days 00:00:35.366000,0 days 00:00:25.896000,311.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,19.0,0 days 00:01:33.316000,0 days 00:00:31.788000,0 days 00:00:35.515000,0 days 00:00:26.013000,315.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,20.0,0 days 00:01:33.390000,0 days 00:00:32.336000,0 days 00:00:35.142000,0 days 00:00:25.912000,329.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,21.0,0 days 00:01:33.197000,0 days 00:00:31.829000,0 days 00:00:35.361000,0 days 00:00:26.007000,309.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,22.0,0 days 00:01:33.041000,0 days 00:00:31.911000,0 days 00:00:35.193000,0 days 00:00:25.937000,333.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,23.0,0 days 00:01:32.999000,0 days 00:00:31.973000,0 days 00:00:35.002000,0 days 00:00:26.024000,318.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,24.0,0 days 00:01:32.938000,0 days 00:00:31.295000,0 days 00:00:35.524000,0 days 00:00:26.119000,309.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,25.0,0 days 00:01:33.013000,0 days 00:00:31.510000,0 days 00:00:35.413000,0 days 00:00:26.090000,312.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,26.0,0 days 00:01:32.633000,0 days 00:00:31.308000,0 days 00:00:35.330000,0 days 00:00:25.995000,319.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,27.0,0 days 00:01:32.878000,0 days 00:00:31.443000,0 days 00:00:35.198000,0 days 00:00:26.237000,306.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,28.0,0 days 00:01:32.910000,0 days 00:00:31.396000,0 days 00:00:35.464000,0 days 00:00:26.050000,319.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,29.0,0 days 00:01:32.583000,0 days 00:00:31.444000,0 days 00:00:35.135000,0 days 00:00:26.004000,317.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,30.0,0 days 00:01:32.649000,0 days 00:00:31.371000,0 days 00:00:35.352000,0 days 00:00:25.926000,321.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,31.0,0 days 00:01:32.614000,0 days 00:00:31.437000,0 days 00:00:35.290000,0 days 00:00:25.887000,318.0,6.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,32.0,0 days 00:01:33.573000,0 days 00:00:31.419000,0 days 00:00:36.330000,0 days 00:00:25.824000,325.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,33.0,0 days 00:01:32.422000,0 days 00:00:31.503000,0 days 00:00:35.100000,0 days 00:00:25.819000,327.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,34.0,0 days 00:01:32.475000,0 days 00:00:31.531000,0 days 00:00:35.196000,0 days 00:00:25.748000,322.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,35.0,0 days 00:01:32.629000,0 days 00:00:31.560000,0 days 00:00:35.078000,0 days 00:00:25.991000,323.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,36.0,0 days 00:01:32.709000,0 days 00:00:31.686000,0 days 00:00:35.133000,0 days 00:00:25.890000,324.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,37.0,0 days 00:01:37.819000,0 days 00:00:31.529000,0 days 00:00:35.166000,0 days 00:00:31.124000,327.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,38.0,0 days 00:01:45.089000,0 days 00:00:45.731000,0 days 00:00:33.844000,0 days 00:00:25.514000,315.0,12.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,39.0,0 days 00:01:31.770000,0 days 00:00:31.175000,0 days 00:00:35.047000,0 days 00:00:25.548000,334.0,11.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,40.0,0 days 00:01:31.694000,0 days 00:00:31.023000,0 days 00:00:34.947000,0 days 00:00:25.724000,309.0,10.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,41.0,0 days 00:01:31.369000,0 days 00:00:30.678000,0 days 00:00:34.878000,0 days 00:00:25.813000,309.0,10.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,42.0,0 days 00:01:31.729000,0 days 00:00:31.165000,0 days 00:00:34.796000,0 days 00:00:25.768000,317.0,10.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,43.0,0 days 00:01:31.717000,0 days 00:00:31.234000,0 days 00:00:34.816000,0 days 00:00:25.667000,318.0,9.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,44.0,0 days 00:01:31.391000,0 days 00:00:30.960000,0 days 00:00:34.807000,0 days 00:00:25.624000,324.0,9.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,45.0,0 days 00:01:31.393000,0 days 00:00:31.215000,0 days 00:00:34.753000,0 days 00:00:25.425000,337.0,9.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,46.0,0 days 00:01:31.464000,0 days 00:00:31.492000,0 days 00:00:34.250000,0 days 00:00:25.722000,318.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,47.0,0 days 00:01:31.117000,0 days 00:00:30.754000,0 days 00:00:34.611000,0 days 00:00:25.752000,321.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,48.0,0 days 00:01:31.102000,0 days 00:00:30.802000,0 days 00:00:34.580000,0 days 00:00:25.720000,311.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,49.0,0 days 00:01:31.362000,0 days 00:00:30.840000,0 days 00:00:34.885000,0 days 00:00:25.637000,320.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,50.0,0 days 00:01:31.359000,0 days 00:00:30.940000,0 days 00:00:34.705000,0 days 00:00:25.714000,321.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,51.0,0 days 00:01:31.178000,0 days 00:00:30.631000,0 days 00:00:34.735000,0 days 00:00:25.812000,308.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,52.0,0 days 00:01:31.356000,0 days 00:00:30.855000,0 days 00:00:34.843000,0 days 00:00:25.658000,325.0,8.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,53.0,0 days 00:01:31.380000,0 days 00:00:31.383000,0 days 00:00:34.483000,0 days 00:00:25.514000,327.0,7.0,False,Miami Grand Prix,2023,Mercedes
HAM,Mercedes,54.0,0 days 00:01:31.303000,0 days 00:00:31.188000,0 days 00:00:34.394000,0 days 00:00:25.721000,317.0,6.0,False,Miami Grand Prix,2023,Mercedes
